image_paths,image_names,act_lables,pred_labels,act_vals,pred_vals,top_seen_labels,top_unseen_labels,seen_pred_vals
awa_data\train\bobcat\bobcat_10039.jpg,bobcat_10039.jpg,bobcat,bobcat,2,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\bobcat\bobcat_10040.jpg,bobcat_10040.jpg,bobcat,bobcat,2,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\cow\cow_10001.jpg,cow_10001.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10002.jpg,cow_10002.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10003.jpg,cow_10003.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10004.jpg,cow_10004.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10005.jpg,cow_10005.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10006.jpg,cow_10006.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10007.jpg,cow_10007.jpg,cow,tiger,3,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\cow\cow_10008.jpg,cow_10008.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10009.jpg,cow_10009.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10010.jpg,cow_10010.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10011.jpg,cow_10011.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10012.jpg,cow_10012.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10013.jpg,cow_10013.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10014.jpg,cow_10014.jpg,cow,cow,3,3,"['cow', 'dolphin', 'bear', 'lion', 'monkey']","['pig', 'raccoon', 'humpback_whale', 'rat', 'chimpanzee']",3
awa_data\train\cow\cow_10015.jpg,cow_10015.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10016.jpg,cow_10016.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10017.jpg,cow_10017.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10018.jpg,cow_10018.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10019.jpg,cow_10019.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10020.jpg,cow_10020.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10021.jpg,cow_10021.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10022.jpg,cow_10022.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10023.jpg,cow_10023.jpg,cow,cow,3,3,"['cow', 'dolphin', 'bear', 'lion', 'monkey']","['pig', 'raccoon', 'humpback_whale', 'rat', 'chimpanzee']",3
awa_data\train\cow\cow_10024.jpg,cow_10024.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10025.jpg,cow_10025.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10026.jpg,cow_10026.jpg,cow,tiger,3,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\cow\cow_10027.jpg,cow_10027.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10028.jpg,cow_10028.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10029.jpg,cow_10029.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10030.jpg,cow_10030.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10031.jpg,cow_10031.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10032.jpg,cow_10032.jpg,cow,cow,3,3,"['cow', 'dolphin', 'bear', 'lion', 'monkey']","['pig', 'raccoon', 'humpback_whale', 'rat', 'chimpanzee']",3
awa_data\train\cow\cow_10033.jpg,cow_10033.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10034.jpg,cow_10034.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10035.jpg,cow_10035.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10036.jpg,cow_10036.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10037.jpg,cow_10037.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10038.jpg,cow_10038.jpg,cow,tiger,3,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\cow\cow_10039.jpg,cow_10039.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\cow\cow_10040.jpg,cow_10040.jpg,cow,ox,3,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",3
awa_data\train\dolphin\dolphin_10001.jpg,dolphin_10001.jpg,dolphin,ox,4,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\dolphin\dolphin_10002.jpg,dolphin_10002.jpg,dolphin,ox,4,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\dolphin\dolphin_10003.jpg,dolphin_10003.jpg,dolphin,killer_whale,4,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",4
awa_data\train\dolphin\dolphin_10004.jpg,dolphin_10004.jpg,dolphin,cow,4,3,"['cow', 'dolphin', 'bear', 'lion', 'monkey']","['pig', 'raccoon', 'humpback_whale', 'rat', 'chimpanzee']",4
awa_data\train\dolphin\dolphin_10005.jpg,dolphin_10005.jpg,dolphin,siamese_cat,4,13,"['siamese_cat', 'rabbit', 'killer_whale', 'blue_whale', 'dolphin']","['persian_cat', 'humpback_whale', 'giant_panda', 'rat', 'pig']",4
awa_data\train\dolphin\dolphin_10006.jpg,dolphin_10006.jpg,dolphin,bobcat,4,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",4
awa_data\train\dolphin\dolphin_10007.jpg,dolphin_10007.jpg,dolphin,bobcat,4,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",4
awa_data\train\dolphin\dolphin_10008.jpg,dolphin_10008.jpg,dolphin,dolphin,4,4,"['dolphin', 'blue_whale', 'killer_whale', 'cow', 'lion']","['humpback_whale', 'leopard', 'rat', 'raccoon', 'seal']",4
awa_data\train\dolphin\dolphin_10009.jpg,dolphin_10009.jpg,dolphin,tiger,4,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\dolphin\dolphin_10010.jpg,dolphin_10010.jpg,dolphin,killer_whale,4,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",4
awa_data\train\dolphin\dolphin_10011.jpg,dolphin_10011.jpg,dolphin,dolphin,4,4,"['dolphin', 'blue_whale', 'killer_whale', 'cow', 'lion']","['humpback_whale', 'leopard', 'rat', 'raccoon', 'seal']",4
awa_data\train\dolphin\dolphin_10012.jpg,dolphin_10012.jpg,dolphin,ox,4,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\dolphin\dolphin_10013.jpg,dolphin_10013.jpg,dolphin,killer_whale,4,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",4
awa_data\train\dolphin\dolphin_10014.jpg,dolphin_10014.jpg,dolphin,bear,4,0,"['bear', 'walrus', 'rabbit', 'squirrel', 'cow']","['rat', 'pig', 'raccoon', 'leopard', 'humpback_whale']",0
awa_data\train\dolphin\dolphin_10015.jpg,dolphin_10015.jpg,dolphin,tiger,4,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\dolphin\dolphin_10016.jpg,dolphin_10016.jpg,dolphin,dolphin,4,4,"['dolphin', 'blue_whale', 'killer_whale', 'cow', 'lion']","['humpback_whale', 'leopard', 'rat', 'raccoon', 'seal']",4
awa_data\train\dolphin\dolphin_10017.jpg,dolphin_10017.jpg,dolphin,ox,4,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\dolphin\dolphin_10018.jpg,dolphin_10018.jpg,dolphin,tiger,4,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\dolphin\dolphin_10019.jpg,dolphin_10019.jpg,dolphin,ox,4,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\dolphin\dolphin_10020.jpg,dolphin_10020.jpg,dolphin,dolphin,4,4,"['dolphin', 'blue_whale', 'killer_whale', 'cow', 'lion']","['humpback_whale', 'leopard', 'rat', 'raccoon', 'seal']",4
awa_data\train\dolphin\dolphin_10021.jpg,dolphin_10021.jpg,dolphin,killer_whale,4,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",4
awa_data\train\dolphin\dolphin_10022.jpg,dolphin_10022.jpg,dolphin,killer_whale,4,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",4
awa_data\train\dolphin\dolphin_10023.jpg,dolphin_10023.jpg,dolphin,killer_whale,4,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",4
awa_data\train\dolphin\dolphin_10024.jpg,dolphin_10024.jpg,dolphin,killer_whale,4,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",4
awa_data\train\dolphin\dolphin_10025.jpg,dolphin_10025.jpg,dolphin,killer_whale,4,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",4
awa_data\train\dolphin\dolphin_10026.jpg,dolphin_10026.jpg,dolphin,tiger,4,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\dolphin\dolphin_10027.jpg,dolphin_10027.jpg,dolphin,cow,4,3,"['cow', 'dolphin', 'bear', 'lion', 'monkey']","['pig', 'raccoon', 'humpback_whale', 'rat', 'chimpanzee']",4
awa_data\train\dolphin\dolphin_10028.jpg,dolphin_10028.jpg,dolphin,killer_whale,4,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",4
awa_data\train\dolphin\dolphin_10029.jpg,dolphin_10029.jpg,dolphin,dolphin,4,4,"['dolphin', 'blue_whale', 'killer_whale', 'cow', 'lion']","['humpback_whale', 'leopard', 'rat', 'raccoon', 'seal']",4
awa_data\train\dolphin\dolphin_10030.jpg,dolphin_10030.jpg,dolphin,ox,4,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\dolphin\dolphin_10031.jpg,dolphin_10031.jpg,dolphin,tiger,4,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\dolphin\dolphin_10032.jpg,dolphin_10032.jpg,dolphin,dolphin,4,4,"['dolphin', 'blue_whale', 'killer_whale', 'cow', 'lion']","['humpback_whale', 'leopard', 'rat', 'raccoon', 'seal']",4
awa_data\train\dolphin\dolphin_10033.jpg,dolphin_10033.jpg,dolphin,tiger,4,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\dolphin\dolphin_10034.jpg,dolphin_10034.jpg,dolphin,killer_whale,4,6,"['killer_whale', 'blue_whale', 'dolphin', 'bear', 'cow']","['humpback_whale', 'giant_panda', 'pig', 'rat', 'seal']",4
awa_data\train\dolphin\dolphin_10035.jpg,dolphin_10035.jpg,dolphin,tiger,4,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\dolphin\dolphin_10036.jpg,dolphin_10036.jpg,dolphin,tiger,4,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",16
awa_data\train\dolphin\dolphin_10037.jpg,dolphin_10037.jpg,dolphin,bobcat,4,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",4
awa_data\train\dolphin\dolphin_10038.jpg,dolphin_10038.jpg,dolphin,ox,4,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\dolphin\dolphin_10039.jpg,dolphin_10039.jpg,dolphin,dolphin,4,4,"['dolphin', 'blue_whale', 'killer_whale', 'cow', 'lion']","['humpback_whale', 'leopard', 'rat', 'raccoon', 'seal']",4
awa_data\train\dolphin\dolphin_10040.jpg,dolphin_10040.jpg,dolphin,ox,4,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\gorilla\gorilla_10001.jpg,gorilla_10001.jpg,gorilla,ox,5,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\gorilla\gorilla_10002.jpg,gorilla_10002.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10003.jpg,gorilla_10003.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10004.jpg,gorilla_10004.jpg,gorilla,ox,5,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\gorilla\gorilla_10005.jpg,gorilla_10005.jpg,gorilla,bobcat,5,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\gorilla\gorilla_10006.jpg,gorilla_10006.jpg,gorilla,gorilla,5,5,"['gorilla', 'monkey', 'lion', 'tiger', 'squirrel']","['chimpanzee', 'hippopotamus', 'raccoon', 'humpback_whale', 'rat']",5
awa_data\train\gorilla\gorilla_10007.jpg,gorilla_10007.jpg,gorilla,bobcat,5,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\gorilla\gorilla_10008.jpg,gorilla_10008.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10009.jpg,gorilla_10009.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10010.jpg,gorilla_10010.jpg,gorilla,gorilla,5,5,"['gorilla', 'monkey', 'lion', 'tiger', 'squirrel']","['chimpanzee', 'hippopotamus', 'raccoon', 'humpback_whale', 'rat']",5
awa_data\train\gorilla\gorilla_10011.jpg,gorilla_10011.jpg,gorilla,ox,5,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\gorilla\gorilla_10012.jpg,gorilla_10012.jpg,gorilla,bobcat,5,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\gorilla\gorilla_10013.jpg,gorilla_10013.jpg,gorilla,bobcat,5,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\gorilla\gorilla_10014.jpg,gorilla_10014.jpg,gorilla,ox,5,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\gorilla\gorilla_10015.jpg,gorilla_10015.jpg,gorilla,ox,5,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\gorilla\gorilla_10016.jpg,gorilla_10016.jpg,gorilla,ox,5,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\gorilla\gorilla_10017.jpg,gorilla_10017.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10018.jpg,gorilla_10018.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10019.jpg,gorilla_10019.jpg,gorilla,gorilla,5,5,"['gorilla', 'monkey', 'lion', 'tiger', 'squirrel']","['chimpanzee', 'hippopotamus', 'raccoon', 'humpback_whale', 'rat']",5
awa_data\train\gorilla\gorilla_10020.jpg,gorilla_10020.jpg,gorilla,gorilla,5,5,"['gorilla', 'monkey', 'lion', 'tiger', 'squirrel']","['chimpanzee', 'hippopotamus', 'raccoon', 'humpback_whale', 'rat']",5
awa_data\train\gorilla\gorilla_10021.jpg,gorilla_10021.jpg,gorilla,ox,5,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\gorilla\gorilla_10022.jpg,gorilla_10022.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10023.jpg,gorilla_10023.jpg,gorilla,ox,5,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\gorilla\gorilla_10024.jpg,gorilla_10024.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10025.jpg,gorilla_10025.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10026.jpg,gorilla_10026.jpg,gorilla,lion,5,7,"['lion', 'tiger', 'monkey', 'gorilla', 'squirrel']","['leopard', 'raccoon', 'giant_panda', 'persian_cat', 'chimpanzee']",5
awa_data\train\gorilla\gorilla_10027.jpg,gorilla_10027.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10028.jpg,gorilla_10028.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10029.jpg,gorilla_10029.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10030.jpg,gorilla_10030.jpg,gorilla,ox,5,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\gorilla\gorilla_10031.jpg,gorilla_10031.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10032.jpg,gorilla_10032.jpg,gorilla,gorilla,5,5,"['gorilla', 'monkey', 'lion', 'tiger', 'squirrel']","['chimpanzee', 'hippopotamus', 'raccoon', 'humpback_whale', 'rat']",5
awa_data\train\gorilla\gorilla_10033.jpg,gorilla_10033.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10034.jpg,gorilla_10034.jpg,gorilla,lion,5,7,"['lion', 'tiger', 'monkey', 'gorilla', 'squirrel']","['leopard', 'raccoon', 'giant_panda', 'persian_cat', 'chimpanzee']",5
awa_data\train\gorilla\gorilla_10035.jpg,gorilla_10035.jpg,gorilla,siamese_cat,5,13,"['siamese_cat', 'rabbit', 'killer_whale', 'blue_whale', 'dolphin']","['persian_cat', 'humpback_whale', 'giant_panda', 'rat', 'pig']",13
awa_data\train\gorilla\gorilla_10036.jpg,gorilla_10036.jpg,gorilla,bobcat,5,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
awa_data\train\gorilla\gorilla_10037.jpg,gorilla_10037.jpg,gorilla,ox,5,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\gorilla\gorilla_10038.jpg,gorilla_10038.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\gorilla\gorilla_10039.jpg,gorilla_10039.jpg,gorilla,ox,5,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\gorilla\gorilla_10040.jpg,gorilla_10040.jpg,gorilla,tiger,5,16,"['tiger', 'lion', 'squirrel', 'gorilla', 'monkey']","['leopard', 'rat', 'pig', 'chimpanzee', 'persian_cat']",5
awa_data\train\killer_whale\killer+whale_10001.jpg,killer+whale_10001.jpg,killer_whale,ox,6,10,"['ox', 'monkey', 'cow', 'lion', 'tiger']","['leopard', 'pig', 'rat', 'humpback_whale', 'persian_cat']",10
awa_data\train\killer_whale\killer+whale_10002.jpg,killer+whale_10002.jpg,killer_whale,bobcat,6,2,"['bobcat', 'bear', 'rabbit', 'lion', 'dolphin']","['leopard', 'pig', 'humpback_whale', 'giant_panda', 'rat']",2
