TEMP,DO,pH,NITRATE_N_NITRITE_N,ClassLabel
27.1,7.3,7.2,0.38,5
11.42672497,4.0,7.120515623999999,3.855980322,0
27.3,7.2,6.8,0.24,5
23.8,7.8,7.9,0.0,3
28.5,7.4,8.1,0.15,3
15.33129547,3.0,7.308235358999999,2.5381877790000003,0
28.0,4.5,7.2,1.04,6
11.06979209,6.0,7.160468813,6.176771296,2
17.8,7.9,7.3,1.0,8
19.669,3.0,7.7,0.0,0
18.80643491,5.0,7.140321745,2.576621673,8
31.0,4.0,6.8,0.34,4
19.48788741,6.0,7.17439437,2.21885911,8
28.7,7.3,6.7,0.1,5
28.0,5.7,7.2,0.09,6
20.2,7.3,7.2,3.3,8
22.0,6.8,7.2,1.964,8
18.92590341,4.0,7.146295171,2.513900709,5
19.99654122,7.0,7.199827061000001,1.95181586,8
25.9,6.8,7.8,0.5,4
18.42218144,3.0,7.121109072,2.778354745,1
26.0,3.0,6.6,1.48,1
18.07554313,3.0,7.1037771560000005,2.960339857,1
22.3,7.7,7.5,0.2,5
20.17363743,5.0,7.541040261,0.903897367,7
23.118,6.8,7.06,0.4039999999999999,6
22.0,7.931850634,8.262295444,0.6765806329999999,7
28.0,6.0,8.2,0.4,4
28.0,6.8,6.9,0.23,6
27.0,7.2,5.9,0.55,1
28.0,7.4,6.8,0.2,5
28.0,7.0,7.4,0.772,6
24.0,7.5,7.8,1.785,3
25.0,6.9,7.0,1.17,6
10.0,5.0,7.0,5.0,2
26.4,5.0,6.8,0.2,6
20.1,6.4,8.0,3.525,7
21.0,5.3,7.3,5.0,8
23.0,5.0,7.3,3.9,6
22.0,6.2,8.3,2.3,7
22.5,7.4,7.7,3.0,3
27.0,5.5,6.5,0.1,6
25.1,7.2,7.5,4.1,5
25.8,5.5,7.8,9.0,4
28.0,7.2,7.4,0.18,5
21.3,4.9,7.9,0.6,3
22.0,5.2,7.4,6.18,8
26.0,7.4,6.7,0.1,5
29.0,5.8,7.2,0.17,6
23.7,7.7,7.8,0.0,3
10.99827395,4.0,7.149741092999999,6.098101347,0
10.593619,3.0,7.059361900000001,4.406380998,0
26.9,6.8,8.2,0.45,4
19.67573452,4.0,7.183786726,2.120239379,5
28.8,6.3,7.0,0.22,6
27.5,6.5,6.7,0.2,6
21.0,6.046671704,7.8,2.953328296,7
18.48588224,3.0,7.124294112,2.744911825,1
22.7,7.5,7.0,3.02,5
15.41304519,6.376086443999999,7.612391356,12.83145996,7
19.0,5.8,7.8,0.85,7
25.0,6.0,7.3,0.7,6
28.0,6.8,6.5,0.11,6
27.0,7.6,6.7,4.17,5
25.417,7.4,7.0,1.819,5
18.66776861,5.0,7.133388431,2.649421479,8
28.0,6.832999999999999,7.0,0.345,6
10.72954037,3.0,7.072954037000001,4.270459626,0
26.2,7.0,7.1,0.34,6
32.0,7.7,8.1,1.01,3
19.23422394,6.0,7.161711197000001,2.352032433,8
27.4,5.4,7.7,0.1,4
18.4284777,4.0,7.121423885,2.775049209,5
25.1,6.0,7.3,0.56,6
19.49934921,5.0,7.17496746,2.212841666,8
19.34733317,4.0,7.167366659,2.2926500830000003,5
19.67899784,6.0,7.183949892,2.118526132,8
26.8,6.7,7.3,0.57,6
20.0,7.3,7.1,2.5,8
14.0,6.2,7.88,17.387,7
18.0,7.0,8.2,0.0,7
18.42904531,6.0,7.121452265,2.774751213,8
10.0587916,3.0,7.008818739,5.064670756,0
19.65374301,6.0,7.18268715,2.13178492,8
10.9315456,6.0,7.09315456,4.0684544030000005,2
22.0,7.8,7.1,2.62,8
25.9,7.0,7.8,0.44,4
24.4,6.8,7.68,0.4,4
25.7,5.0,8.0,1.06,4
24.0,5.48,7.42,0.418,6
24.0,6.3,7.5,0.14,6
29.5,5.9,7.6,0.07,4
21.0,6.9,6.6,1.4,8
28.3,7.0,6.5,0.22,6
28.2,7.1,7.7,0.53,3
29.025,6.9,7.3,0.19,6
29.8,4.7,7.6,19.69,4
29.8,6.6,7.7,0.2,4
27.15,5.975,8.2,0.0,4
28.0,6.7,6.7,0.5,6
21.0,5.9,7.799927202999999,3.499876244,7
18.0,6.6,7.0,4.0,8
18.9580237,5.0,7.147901185,2.49703756,8
29.0,6.9,7.6,0.26,4
17.4,5.1,7.9,0.0,7
26.1,3.6,7.4,2.2,1
29.0,5.625,7.3,0.2,6
29.0,7.1,6.5,0.13,5
28.0,6.7,7.2,0.1,6
18.02700441,3.0,7.10135022,2.985822686,1
18.0,7.9,7.2,2.72,8
27.2,5.8,7.3,0.6,6
25.3,5.3,7.7,1.2,4
21.0,4.5,7.2,3.3,5
18.03484213,6.0,7.101742107000001,2.98170788,8
19.33161287,3.0,7.166580643,2.300903244,1
23.4,8.0,7.0,0.11,5
19.73757492,5.783697557999999,8.086878746,8.094591066,7
11.34958315,6.0,7.202437472000001,6.484541462999999,2
18.43457698,5.0,7.121728849,2.771847083,8
30.3,5.1,7.9,1.08,4
26.0,3.0,8.3,3.0,0
27.3,4.6,7.0,0.28,6
26.0,3.9,7.6,0.59,0
28.0,3.0,7.2,1.588,1
18.0,6.2,7.5,4.08,8
29.0,6.3,6.4,1.4,6
28.0,7.0,6.3,1.07,6
31.0,6.8,7.0,20.2,4
22.0,7.3,7.3,0.0,8
28.0,7.5,7.0,6.338,5
10.17934818,3.0,7.017934818,4.820651824,0
27.4,5.2,6.8,0.33,6
11.51453313,6.0,7.22717997,6.665986445,2
28.4,5.9,6.8,0.4,6
23.0,5.13,7.46,2.861,6
18.0,6.2,7.5,4.08,8
28.0,7.3,7.4,0.3,5
18.92060971,7.0,7.146030485,2.516679903,8
31.6,5.1,8.3,2.5,4
19.43228366,7.0,7.171614182999999,2.248051077,8
22.0,7.8,7.9,0.35,7
22.4,3.0,7.7,0.4,0
11.0,4.0,7.1,4.0,0
29.0,7.0,7.2,0.27,6
32.0,6.7,7.6,0.56,4
29.0,4.0,6.56,0.276,6
19.00381088,5.0,7.150190544,2.472999286,8
28.8,7.0,7.0,0.66,6
29.0,6.9,7.7,0.55,4
10.04705288,3.0,7.004705287999999,4.95294712,0
21.0,5.9,7.794818734,3.491191847,7
25.8,5.2,8.2,0.6,4
10.97410854,5.0,7.097410854,4.025891458,2
24.0,7.8,8.5,3.01,3
17.09594261,5.0,7.393074164,1.94261937,8
21.0,6.438128086,7.830502469,2.498734969,7
14.799769400000002,6.759838583,7.816018447999999,16.27771984,7
26.1,7.0,7.7,0.42,4
25.8,4.4,7.3,4.0,6
10.35687019,3.0,7.035687019,4.643129812,0
21.93316217,6.844558555,7.611139639,0.808886036,7
27.0,6.4,7.6,0.42,4
19.33831516,3.0,7.166915757999999,2.2973845390000003,1
27.0,6.3,7.7,0.3,4
26.9,5.9,7.4,0.5,6
14.46467901,5.0,7.266571106000001,2.830670832,7
27.0,7.5,7.0,0.1,5
23.6,7.1,7.5,1.0,5
18.11867689,3.0,7.105933844,2.937694634,1
30.0,3.0,7.5,0.6,1
17.333,4.833,7.532999999999999,1.933,3
21.0,6.4,7.8,2.53,7
17.667,6.033,7.367000000000001,0.667,8
29.0,6.2,7.0,0.46,6
28.0,7.4,6.07,0.276,5
10.2866974,3.0,7.02866974,4.713302597,0
25.4,7.1,8.1,4.0,3
22.5,5.0,8.2,0.0,4
28.5,7.8,7.1,0.87,5
20.3,5.6,6.7,2.0,8
26.0,7.9,7.5,1.318,5
24.4,7.2,7.3,1.0,5
23.7,7.0,7.5,1.4,6
23.4,7.5,7.8,0.89,3
24.5,7.6,7.9,0.4,3
19.60487694,6.0,7.513696007,1.095854032,7
27.3,7.0,8.1,0.9,4
22.0,6.449173538999999,7.7,2.396694157,7
28.1,6.9,6.1,0.49,6
28.8,6.0,6.2,0.28,6
22.0,6.460632797000001,7.7,2.442531187,7
23.0,6.15,7.45,1.343,6
24.8,7.4,8.0,0.65,3
24.4,5.0,8.3,2.0,4
27.5,6.6,7.7,1.55,4
23.0,7.3,6.0,0.987,5
27.0,6.8,6.9,0.4,6
22.3,7.9,7.1,0.0,5
28.0,7.5,7.2,0.15,5
27.0,6.0,7.55,0.895,4
20.0,7.1,7.7,0.34,7
10.82465418,3.0,7.082465418,4.175345815,0
19.9,7.6,7.3,3.8,8
10.45386966,4.0,7.045386966000001,4.546130338,0
21.0,5.3,7.4,3.35,8
28.8,3.4,6.7,1.11,1
27.8,7.1,7.1,0.1,5
29.0,5.7,7.6,6.78,4
27.0,6.5,7.5,0.05,6
20.04122342,5.558776579,8.058776579,7.058776579,7
28.0,7.0,7.3,1.868,6
28.714,6.7,7.307,0.264,6
22.8,6.8,6.6,0.1,6
29.7,7.1,6.6,0.12,5
13.57857149,5.0,7.223969782999999,3.129732123,2
10.23065513,7.0,7.023065513,4.769344866,2
18.0,8.0,7.2,2.47,8
25.5,3.0,7.885,0.42,0
24.0,7.1,7.3,1.899,5
16.96602992,3.0,7.386828361,1.986464903,1
23.0,6.8,6.6,2.72,6
29.0,5.6,8.0,0.1,4
10.16554253,3.0,7.024831379,5.182096782,0
29.6,7.0,6.9,0.18,6
30.0,6.4,7.45,0.155,6
29.0,6.8,6.6,0.5,6
28.7,7.1,7.8,0.63,3
18.82925383,6.0,7.141462692,2.5646417390000003,8
21.0,6.0820186,7.7,3.307247675,7
19.36829042,4.0,7.168414521,2.281647529,5
23.0,7.1,7.2,1.522,5
27.2,6.1,7.3,0.5,6
25.3,6.7,7.1,0.0,6
26.4,6.1,8.1,0.7,4
28.3,3.9,6.9,0.7,1
10.78989429,5.0,7.078989429,4.210105711000001,2
27.1,7.3,7.9,1.0,3
27.6,6.5,6.0,4.0,6
24.4,5.5,8.2,2.7,4
18.94839653,4.0,7.147419827,2.50209182,5
27.0,6.7,7.6,0.28,4
28.4,6.9,7.0,0.25,6
10.76946067,4.0,7.076946067000001,4.230539331,0
28.2,6.5,6.5,0.52,6
28.0,5.9,7.7,0.6,4
10.64639522,5.0,7.096959283,5.711034744,2
10.11182895,6.0,7.011182895,4.888171052,2
12.834,6.9,6.95,0.518,2
10.57693831,7.0,7.057693831,4.423061688,2
20.0,4.8,7.0,2.216,5
19.6,7.7,7.2,2.0,8
17.15474642,7.0,7.39590127,1.922773083,8
27.25,7.125,7.55,0.45,3
27.3,5.9,7.4,1.2,6
18.55446334,6.711271257999999,7.864788123999999,0.779884694,7
24.8,7.2,7.6,1.0,3
21.99613569,5.352898231,7.928527285,0.838574484,7
18.31629946,5.0,7.115814972999999,2.833942782,8
18.57995565,3.0,7.128997782999999,2.695523283,1
27.4,6.3,7.0,0.32,6
23.57,6.9,7.73,2.279,4
26.8,7.6,8.0,0.0,3
21.5,4.1,7.5,6.1,5
28.0,6.1,6.7,0.33,6
18.0,7.0,7.0,10.61,8
28.0,3.9,7.92,1.412,0
30.0,3.0,7.6,4.535,0
19.72769908,4.0,7.186384953999999,2.092957984,5
10.97318099,6.0,7.097318099,4.026819008,2
27.0,6.9,7.3,9.1,6
27.0,6.0,8.3,0.0,4
30.3,6.9,7.5,0.4,4
28.4,4.5,8.3,11.0,4
28.3,6.6,8.4,1.0,4
24.7,7.4,7.7,0.2,3
10.88787113,3.0,7.088787113,4.112128867,0
22.0,6.2,7.2,4.11,8
16.957,5.0,8.0,0.0,7
15.10570181,5.0,7.29738951,2.614325641,7
19.83384273,6.0,7.524703977000001,1.018578078,7
18.89021902,6.0,7.479337452999999,1.337051079,8
23.6,6.1,7.4,1.6,6
20.0,3.3,7.5,1.75,1
22.9,5.6,8.4,3.0,4
30.5,6.5,7.3,2.6,4
22.8,7.5,8.0,0.9,3
19.70468085,7.0,7.185234043,2.105042553,8
29.0,5.5,7.8,0.21,4
26.9,6.9,8.0,0.3,4
16.14225107,4.0,7.347223608999999,2.264490262,5
21.99386939,6.79386939,7.612261219,0.821648158,7
18.3,7.2,7.2,2.6,8
28.0,7.5,6.9,0.2,5
30.5,5.5,7.4,0.1,4
21.63782182,7.04145212,7.66036303,0.803963697,7
27.4,5.2,6.6,0.38,6
10.5878648,4.0,7.05878648,4.4121352,0
15.1,7.7,7.6,0.0,7
12.40057756,3.0,7.16733546,3.527305072,0
10.5,7.0,6.9,0.3,2
18.71968298,4.0,7.135984149,2.6221664330000003,5
23.4,5.6,7.5,12.15,6
22.0,7.7,8.1,0.75,7
28.7,7.1,7.4,1.0,5
27.2,6.4,8.1,0.2,4
26.0,7.4,7.0,0.13,5
28.0,6.3,6.6,2.678,6
10.01728767,7.0,7.001728767,4.982712335,2
26.7,6.0,8.2,5.4,4
19.04690921,3.0,7.486870635,1.284168142,1
18.8815891,7.0,7.478922552999999,1.339963678,8
30.0,6.8,7.1,0.669,6
23.5,7.2,7.6,0.0,3
27.0,5.2,7.4,0.05,6
25.1,6.2,8.2,2.4,4
28.0,6.5,7.7,2.112,4
21.8,4.9,7.3,3.0,5
30.0,3.0,7.4,2.15,1
26.8,7.0,6.6,0.49,6
18.00586879,4.0,7.10029344,2.996918885,5
26.5,6.867000000000001,6.832999999999999,0.575,6
22.992,6.8,8.0,0.88,4
28.0,5.1,6.9,0.68,6
19.46041182,4.0,7.173020591,2.233283794,5
25.3,4.9,8.4,11.7,4
28.0,6.8,7.2,1.4,6
20.0,4.9,6.6,2.6,5
20.0,5.8,7.4,0.73,8
30.0,5.5,6.9,0.09,6
28.0,6.1,6.9,0.19,6
10.85393215,4.0,7.085393215,4.146067852,0
27.0,7.2,6.7,0.1,5
18.10643088,5.0,7.441655331000001,1.6015795780000002,8
27.9,5.9,7.0,0.62,6
24.502,6.6,7.47,0.667,6
28.0,6.425,7.215,0.395,6
24.0,7.0,6.0,0.222,6
27.3,6.2,7.8,0.0,4
20.0,6.1,7.1,0.3,8
27.3,6.6,7.0,0.33,6
21.98282974,5.4771462820000005,7.801112718,1.239395692,7
26.333,6.75,7.3,0.455,6
30.0,7.0,7.0,0.1,6
28.0,6.2,6.7,0.15,6
17.77097976,4.0,7.425527872999999,1.714794331,5
25.9,7.5,7.9,1.0,3
26.0,6.9,7.3,1.0,6
10.38864321,3.0,7.038864321,4.611356786,0
20.38358041,5.216419594,7.716419593999999,6.716419594,7
16.5,5.1,7.85,1.65,7
27.0,6.0,7.6,5.295,4
11.73989343,4.0,7.260984014,6.913882769,0
24.0,5.1,7.4,5.9,6
30.0,7.5,7.9,0.6,3
10.11291364,7.0,7.011291364,4.887086362,2
20.6,7.4,7.0,3.3,8
11.24066846,7.0,7.18610027,6.3647353110000005,2
26.9,6.8,8.2,0.49,4
28.0,6.7,6.6,0.12,6
20.1,5.3,7.0,3.2,8
21.0,6.9,8.2,2.12,7
18.25304299,3.0,7.11265215,2.867152429,1
17.5,6.2,6.8,1.3,8
29.9,7.0,7.4,0.1,6
11.35872287,4.0,7.20380843,6.494595154,0
27.0,6.0,7.8,1.47,4
20.121,7.317,7.309,5.5,8
23.5,5.2,7.1,2.435,6
18.62587671,5.0,7.131293835,2.671414728,8
26.0,7.2,7.8,0.1,3
28.5,5.8,7.7,0.22,4
26.7,6.3,7.9,2.32,4
10.39394868,3.0,7.039394868,4.606051319,0
21.6,4.7,7.9,1.2,3
19.0,4.0,7.1,10.47,5
27.0,6.5,6.7,2.83,6
29.0,6.5,6.9,0.1,6
18.9657107,5.0,7.148285535,2.493001884,8
22.7,7.7,8.2,0.0,3
20.0,6.9,6.0,5.088,8
14.093334900000002,6.265334431,7.872533207999999,17.25754449,7
25.6,5.4,8.0,0.6,4
22.4,6.5,7.5,0.0,6
25.1,7.4,7.0,0.0,5
18.77674998,5.0,7.138837499,2.592206261,8
27.0,6.5,8.0,0.99,4
27.9,7.0,6.9,0.09,6
29.6,7.6,8.1,0.2,3
27.0,7.3,6.5,0.5,5
27.6,7.0,8.3,0.48,4
28.2,6.5,7.0,1.0,6
26.0,7.7,7.0,0.994,5
28.0,6.6,7.8,1.395,4
28.0,7.033,7.033,0.2319999999999999,5
21.0,5.9,7.713918381,3.3536612480000003,7
14.83840566,4.0,7.284538734,2.704538089,3
31.0,7.0,8.0,2.63,4
28.0,7.0,7.5,2.3,6
19.59999692,4.0,7.179999846,2.160001617,5
29.9,6.2,7.8,0.06,4
22.0,6.8,7.6,0.81,7
21.88117806,5.489852742999999,7.689295866,1.117413672,7
29.2,6.1,7.6,0.7,4
25.5,7.2,7.5,3.8,5
10.59937147,5.0,7.089905721,5.659308618,2
19.66741215,4.0,7.1833706070000005,2.124608622,5
26.3,5.6,7.7,1.0,4
19.35916896,6.048581727,8.067958447999999,9.528749635,7
20.0,7.5,7.3,3.3,8
27.0,6.8,7.6,0.36,4
28.8,6.4,6.4,0.44,6
20.7,7.4,7.1,2.44,8
28.0,6.3,7.58,1.575,4
22.0,7.859641945,7.9,0.290358055,7
31.0,6.9,7.0,0.0,4
26.0,5.4,6.2,0.5,6
27.2,6.7,7.8,1.0,4
27.786,7.075,7.25,0.369,5
28.0,7.2,6.8,0.3,5
10.92430043,3.0,7.138645065,6.016730478,0
21.319,6.5,8.4,0.62,7
20.05287649,7.078849402,7.731725896,0.378071076,7
26.3,6.6,7.9,0.4,4
24.4,5.8,8.1,2.1,4
21.0,6.041625014,7.8,2.9583749860000004,7
20.0,5.9,7.2,2.05,8
30.4,7.6,7.1,0.1,3
30.0,5.2,6.9,0.37,6
25.0,5.4,7.3,4.2,6
21.4,5.0,7.6,0.49,7
23.9,7.6,7.8,0.0,3
29.2,6.2,7.9,1.75,4
25.0,4.8,7.5,0.2,6
19.63272674,5.0,7.1816363370000005,2.142818463,8
26.0,6.8,7.1,0.46,6
29.5,6.332999999999999,7.167000000000001,0.332,6
27.0,7.5,6.8,0.3,5
27.0,6.6,7.7,0.65,4
21.0,6.4,7.8,2.53,7
25.8,6.9,6.85,0.3829999999999999,6
29.2,6.1,6.7,0.3,6
26.0,7.0,7.6,1.95,4
24.3,6.8,7.3,0.4,6
10.55058854,4.0,7.055058853999999,4.44941146,0
30.1,6.3,7.0,0.37,4
28.1,6.8,6.0,0.25,6
28.0,6.2,6.5,1.2,6
27.0,6.9,7.1,0.26,6
24.5,7.9,8.1,0.6,3
22.0,6.3,7.7,3.7,7
30.6,5.1,7.3,1.8,4
26.0,5.4,6.6,0.26,6
28.8,7.0,7.4,0.12,6
22.0,7.7,8.1,0.75,7
28.0,6.6,7.3,0.39,6
28.0,6.4,6.6,0.25,6
22.927,8.0,7.8,1.742,3
24.5,8.0,8.0,0.0,3
11.20814194,5.0,7.181221291,6.328956133999999,2
17.9,6.9,6.9,3.48,8
28.0,7.6,7.5,3.079,5
30.0,4.8,6.8,0.1,6
19.12899093,5.0,7.156449547,2.40727976,8
25.0,6.6,7.2,0.45,6
18.9,6.0,7.0,17.9,8
25.0,7.7,7.1,3.42,5
21.0,5.5,7.6,3.33,7
18.84651255,4.0,7.142325627999999,2.55558091,5
28.0,5.7,6.7,0.35,6
28.4,7.0,7.7,0.4,4
23.0,7.1,7.4,0.9,5
28.0,6.7,8.0,0.18,4
26.0,7.1,8.5,1.0,3
26.75,6.733,6.733,0.743,6
29.0,6.5,7.7,2.413,4
18.75300358,7.0,7.137650179,2.604673123,8
10.27615887,5.0,7.041423831,5.303774762,2
28.2,6.2,6.9,0.2,6
24.3,7.1,7.0,0.11,5
22.0,6.5,8.2,0.05,7
23.0,5.5,7.3,5.0,6
26.0,6.7,7.4,0.3,6
18.25661433,3.0,7.1128307170000005,2.865277476,1
22.8,7.844,7.5,7.3,5
19.24365061,6.0,7.162182531,2.347083427,8
22.686,6.6,7.8,2.832,4
20.7,6.3,8.3,1.58,7
28.0,5.8,6.3,0.1,6
21.3,5.2,7.3,0.59,8
26.0,6.9,6.0,0.61,6
20.3,6.0,7.7,0.7,7
27.7,6.7,7.4,0.4,6
26.0,6.9,7.3,0.68,6
29.0,7.3,7.0,0.2,5
10.24871435,7.0,7.037307153,5.273585788,2
18.94372451,7.0,7.481909832,1.318992979,8
32.0,5.0,7.3,0.14,4
11.02347958,3.0,7.153521937000001,6.125827537,0
26.0,6.2,7.3,8.573,6
27.0,7.0,7.0,7.915,6
16.0,6.2,7.63,14.013,7
18.09648144,7.0,7.104824072,2.9493472460000003,8
21.0,7.4,7.0,6.044,8
21.0,6.245941244,7.645941243999999,2.298911865,7
10.08407166,5.0,7.0084071660000005,4.915928342,2
25.0,6.7,6.3,0.2,6
18.01797602,7.0,7.1008988010000005,2.990562591,8
20.8,7.3,7.0,0.69,8
26.0,7.1,7.0,0.337,5
10.10923492,7.0,7.010923492000001,4.890765085,2
25.0,7.2,7.8,0.15,3
21.0,5.7,7.3,2.4,8
21.0,7.3,5.6,2.1,1
29.0,5.9,7.1,4.13,6
27.3,6.3,7.9,6.41,4
29.1,6.4,7.2,0.0,6
19.37948798,4.0,7.168974399,2.275768812,5
13.09898216,4.0,7.200912604,3.291593521,0
19.9,7.3,7.0,3.3,8
21.0,5.3,7.5,5.08,8
28.2,6.5,6.9,1.0,6
27.0,6.9,8.0,1.6,4
27.4,6.1,7.2,1.04,6
21.0,5.4,7.8,0.41,7
26.0,3.0,6.8,1.8,1
22.0,6.0,7.3,2.1,8
16.0,7.2,6.2,1.5,8
17.0,7.5,7.1,2.88,8
16.0,6.4,6.9,3.88,8
19.25854649,7.0,7.162927325,2.339263091,8
13.67673147,6.0,7.228689012999999,3.09660313,2
29.0,3.0,7.7,1.501,0
26.2,7.1,7.9,0.45,3
28.0,7.4,6.4,0.12,5
19.901404100000004,6.0,7.195070205,2.0017628480000003,8
26.3,6.7,7.5,0.0,6
29.0,5.9,7.7,0.08,4
27.0,7.0,6.0,0.347,6
22.0,6.588465661,7.737693132,2.143460302,7
24.0,5.0,7.7,0.1,4
28.0,6.8,6.7,0.28,6
18.0,3.9,7.9,0.78,0
27.0,7.7,6.0,0.962,5
25.2,7.8,7.1,0.52,5
25.6,7.2,7.8,1.59,3
25.0,4.9,7.6,2.18,4
29.0,6.3,7.1,0.4,6
17.6,7.3,6.9,2.0,8
10.19347694,6.0,7.0290215410000005,5.212824636000001,2
24.3,7.0,7.6,0.9,4
23.1,7.0,8.1,0.0,4
23.5,6.8,7.1,0.2,6
27.5,7.1,8.3,0.48,3
28.3,4.0,6.5,1.2,6
28.4,6.3,7.6,0.24,4
20.0,3.0,7.2,1.95,1
28.1,6.3,7.6,0.6,4
22.0,7.3,7.3,0.0,8
17.9,6.9,7.2,2.66,8
17.3,7.0,8.1,0.0,7
30.0,6.0,7.1,4.8,6
18.18672623,4.0,7.109336312000001,2.901968729,5
29.8,7.2,8.1,0.2,3
26.4,7.4,6.7,0.51,5
17.05191734,5.527735938999999,7.856898967,1.422058138,7
28.0,6.9,6.0,0.151,6
22.0,7.8,7.1,2.62,8
31.6,7.3,7.2,1.23,3
26.5,6.1,7.0,0.66,6
29.0,7.5,8.0,2.3,3
26.8,5.9,7.0,1.29,6
26.0,6.0,7.8,1.047,4
27.0,7.2,7.2,0.1,5
21.6,6.9,7.5,0.5,8
27.6,6.2,7.5,1.62,6
26.0,5.1,7.48,2.3,6
28.0,7.0,8.0,0.64,4
28.2,6.4,7.2,0.23,6
29.0,7.2,6.0,1.03,5
26.8,7.3,6.0,0.1,5
20.26873968,5.331260319,7.831260319,6.831260319,7
22.5,5.1,6.9,1.829,6
26.1,7.0,8.0,0.3,4
25.175,5.9,7.36,0.083,6
23.0,5.0,7.4,0.4,6
29.1,6.4,7.8,0.5,4
22.1,5.2,7.9,2.2,4
25.0,4.5,7.6,0.53,4
29.0,6.9,7.3,1.25,6
29.0,6.9,7.7,0.56,4
10.10429387,4.0,7.010429387,4.895706134,0
19.39349298,6.0,7.169674649,2.268416186,8
24.0,5.1,7.4,5.9,6
22.0,6.4,7.7,2.2,7
18.0,4.9,7.1,11.61,5
18.64243191,3.0,7.132121595,2.662723249,1
31.0,7.2,6.3,0.41,3
28.6,6.3,7.0,0.85,6
10.33379978,7.0,7.033379977999999,4.666200223,2
28.0,7.3,6.7,2.8,5
15.51759368,7.0,7.317192004,2.475312134,7
11.350998,5.0,7.202649701,6.486097804,2
15.30340129,6.408979613,7.609102039,12.6107468,7
19.212421,4.0,7.16062105,2.363478976,5
25.0,7.4,6.6,3.744,5
21.0,6.9,7.8,0.0,7
29.0,6.7,7.9,1.727,4
19.5233082,7.0,7.17616541,2.200263196,8
21.91895762,6.718957616,7.762084767,0.963980529,7
28.0,6.2,7.6,0.5,4
10.45940303,7.0,7.045940302999999,4.540596974,2
28.0,5.8,7.8,0.5,4
25.0,7.7,6.9,1.3,5
28.7,7.1,7.9,1.3,3
21.61580837,7.976838325,8.05367665,0.1347425119999999,7
18.59572821,5.0,7.12978641,2.68724269,8
30.0,7.2,7.7,0.51,3
18.49118758,7.0,7.124559379,2.742126519,8
21.9661284,5.479233951,7.782741235,1.219354074,7
21.0,8.0,7.9,0.0,7
22.7,7.7,8.5,0.0,3
25.2,4.5,7.2,0.0,6
19.38120453,7.0,7.502942526,1.17134347,7
27.1,7.3,7.3,3.4,5
27.0,6.9,6.8,0.4379999999999999,6
11.91673747,5.0,7.28751062,7.108411215,2
17.0,6.1,6.8,2.084,8
27.0,6.714,6.957000000000001,0.449,6
25.0,7.1,7.2,0.34,5
23.2,7.9,8.0,0.0,3
27.0,7.2,7.7,0.7,3
14.59016199,3.0,7.272603942000001,2.78832033,0
28.0,7.9,7.3,0.922,5
26.0,7.0,7.8,0.953,4
29.2,7.2,6.3,0.1,5
27.0,3.2,8.4,0.0,0
29.0,7.0,8.0,0.94,4
18.98209207,6.0,7.483754426,1.306043927,8
29.0,7.9,7.0,1.662,5
32.0,6.0,7.2,1.75,4
20.0,5.0,7.3,2.65,8
27.0,4.175,7.1,6.7,6
17.5,5.1,7.367000000000001,1.4,8
28.0,6.4,6.7,0.75,6
19.88905606,4.0,7.194452803,2.008245566,5
10.17648,6.0,7.017647999999999,4.823519998,2
25.1,6.7,7.5,1.0,6
27.5,6.787000000000001,6.65,0.4,6
10.60069927,5.0,7.060069927000001,4.399300734,2
31.0,3.0,7.7,3.44,0
27.0,7.3,6.5,0.21,5
28.5,6.6,7.7,0.6,4
10.22921272,6.0,7.0229212720000005,4.770787278999999,2
19.96551256,6.0,7.198275627999999,1.968105906,8
25.3,6.9,7.7,0.93,4
20.8,7.5,7.4,0.5,8
21.0,5.0,7.1,1.272,8
29.0,4.2,6.6,0.56,6
26.8,6.1,6.9,3.1,6
21.0,7.0,7.0,2.228,8
17.70014389,3.0,7.422122302999999,1.738701436,1
12.4377382,7.0,7.169122029,3.514763359,2
29.083,6.2,6.457000000000001,0.326,6
27.0,7.8,6.4,0.08,5
19.23987408,5.0,7.161993704,2.34906611,8
19.8,6.1,7.9,0.84,7
16.0,7.6,7.0,3.01,8
30.0,7.8,6.0,2.188,5
29.0,7.5,6.0,2.931,5
11.31383338,4.0,7.1970750070000005,6.445216716,0
29.0,5.4,7.2,0.08,6
18.41347941,7.0,7.12067397,2.782923311,8
27.0,6.0,7.3,3.0,6
17.5,4.2,7.367000000000001,1.7,5
22.0,6.404332055,7.7,2.217328218,7
11.24341001,6.0,7.186511502,6.367751011,2
24.6,7.1,6.3,1.0,5
27.0,7.1,7.2,0.48,5
30.4,5.5,6.7,0.17,4
19.8,5.0,6.9,3.8,8
26.2,5.6,7.8,0.6,4
28.0,7.1,6.94,0.151,5
31.0,7.6,7.1,0.15,3
10.91478346,7.0,7.091478346000001,4.085216536,2
24.554,7.4,6.68,0.204,5
29.0,6.6,6.8,0.2,6
27.3,7.7,8.1,0.71,3
10.26497681,7.0,7.026497681,4.735023187,2
17.9,6.9,6.9,3.48,8
27.1,7.4,7.9,0.9,3
28.5,5.6,7.1,0.58,6
28.0,4.0,6.18,0.196,6
20.7,7.4,7.1,2.44,8
18.78961456,5.0,7.139480728,2.585452356,8
19.99788001,7.0,7.532590385,0.963215498,7
28.0,6.2,7.98,0.39,4
17.0,8.0,7.1,3.35,8
